w,q2,cos_theta,phi,y,yerr
1.4,2,0.4,2.51327,17.757,4.21391
1.4,2,0.4,2.82743,10.7375,3.27682
1.4,2,0.4,3.14159,5.01938,2.2404
1.4,2,0.4,3.45575,8.08537,2.84348
1.4,2,0.4,3.76991,3.95238,1.98806
1.4,2,0.4,4.08407,0.75969,0.871602
1.4,2,0.4,4.39823,1.14344,1.06932
1.4,2,0.4,4.71239,15.2727,3.90803
1.4,2,0.4,5.02655,4.48615,2.11805
1.4,2,0.4,5.34071,3.27619,1.81002
1.4,2,0.4,5.65487,1.25106,1.11851
1.4,2,0.4,5.96903,0.131687,0.362887
1.4,2,0.6,0.314159,0.286667,0.535413
1.4,2,0.6,0.628319,0.0135135,0.116248
1.4,2,0.6,0.942478,0.357143,0.597614
1.4,2,0.6,1.25664,1.26289,1.12378
1.4,2,0.6,1.5708,0.534413,0.731036
1.4,2,0.6,1.88496,0.149144,0.386192
1.4,2,0.6,2.19911,1.45385,1.20576
1.4,2,0.6,2.51327,4.90924,2.21568
1.4,2,0.6,2.82743,8.48736,2.91331
1.4,2,0.6,3.14159,10.7617,3.2805
1.4,2,0.6,3.45575,6.52087,2.5536
1.4,2,0.6,3.76991,4.42105,2.10263
1.4,2,0.6,4.08407,4.50088,2.12153
1.4,2,0.6,4.39823,1.91176,1.38267
1.4,2,0.6,4.71239,0.208333,0.456435
1.4,2,0.6,5.02655,1.00592,1.00295
1.4,2,0.6,5.34071,1.06105,1.03007
1.4,2,0.6,5.65487,0.113158,0.336389
1.4,2,0.8,0.314159,0.229985,0.479568
1.4,2,0.8,0.628319,0.292117,0.540479
1.4,2,0.8,0.942478,0.144823,0.380556
1.4,2,0.8,1.25664,0.204011,0.451676
1.4,2,0.8,1.5708,0.415936,0.644931
1.4,2,0.8,1.88496,1.52146,1.23348
1.4,2,0.8,2.19911,1.76117,1.32709
1.4,2,0.8,2.51327,4.89464,2.21238
1.4,2,0.8,2.82743,3.66009,1.91314
1.4,2,0.8,3.14159,1.98302,1.4082
1.4,2,0.8,3.45575,3.80651,1.95103
1.4,2,0.8,3.76991,3.33451,1.82606
1.4,2,0.8,4.08407,2.56033,1.6001
1.4,2,0.8,4.39823,1.30181,1.14097
1.4,2,0.8,4.71239,0.79257,0.890264
1.4,2,0.8,5.02655,0.268998,0.51865
1.4,2,0.8,5.34071,0.0380254,0.195001
1.4,2,0.8,5.65487,0.0713342,0.267085
1.4,2,0.8,5.96903,0.532057,0.729422
1.4,2.5,-0.6,3.45575,41,6.40312
1.4,2.5,-0.6,3.76991,9.75,3.1225
1.4,2.5,-0.6,4.39823,24.5,4.94975
1.4,2.5,-0.6,4.71239,40,6.32456
1.4,2.5,-0.6,5.65487,14.5,3.80789
1.4,2.5,-0.4,3.76991,42,6.48074
1.4,2.5,-0.4,4.08407,38,6.16441
1.4,2.5,-0.4,4.39823,28,5.2915
1.4,2.5,-0.4,4.71239,128,11.3137
1.4,2.5,-0.4,5.65487,16,4
1.4,2.5,-0.2,1.5708,52.5,7.24569
1.4,2.5,-0.2,1.88496,32.6667,5.71548
1.4,2.5,-0.2,2.51327,56,7.48331
1.4,2.5,-0.2,2.82743,1.05263,1.02598
1.4,2.5,-0.2,3.76991,112,10.583
1.4,2.5,-0.2,4.71239,12.3913,3.52013
1.4,2.5,-0.2,5.02655,270,16.4317
1.4,2.5,-0.2,5.65487,10,3.16228
1.4,2.5,0,0.942478,30.6667,5.53775
1.4,2.5,0,1.25664,70.5,8.39643
1.4,2.5,0,1.5708,14.1,3.755
1.4,2.5,0,1.88496,77,8.77496
1.4,2.5,0,2.51327,55,7.4162
1.4,2.5,0,2.82743,34,5.83095
1.4,2.5,0,3.14159,48.4615,6.96143
1.4,2.5,0,3.45575,97,9.84886
1.4,2.5,0,3.76991,19.5556,4.42217
1.4,2.5,0,4.08407,11.5,3.39116
1.4,2.5,0,4.71239,14.1176,3.75735
1.4,2.5,0,5.34071,6.5,2.54951
1.4,2.5,0,5.65487,64,8
1.4,2.5,0.2,0.628319,1.37838,1.17404
1.4,2.5,0.2,0.942478,9.8,3.1305
1.4,2.5,0.2,1.25664,4.32,2.07846
1.4,2.5,0.2,1.5708,4.60526,2.14599
1.4,2.5,0.2,1.88496,14.7273,3.83761
1.4,2.5,0.2,2.19911,2.37209,1.54016
1.4,2.5,0.2,2.51327,49.375,7.02673
1.4,2.5,0.2,2.82743,13.3333,3.65148
1.4,2.5,0.2,3.14159,12.7581,3.57184
1.4,2.5,0.2,3.45575,27.7778,5.27046
1.4,2.5,0.2,3.76991,11.6786,3.41739
1.4,2.5,0.2,4.08407,2.6,1.61245
1.4,2.5,0.2,4.39823,23.4615,4.84371
1.4,2.5,0.2,4.71239,3.34783,1.82971
1.4,2.5,0.2,5.02655,35.9091,5.99242
1.4,2.5,0.2,5.34071,13.4,3.6606
1.4,2.5,0.2,5.65487,18,4.24264
1.4,2.5,0.4,0.628319,0.8,0.894427
1.4,2.5,0.4,0.942478,0.862745,0.928841
1.4,2.5,0.4,1.25664,4.77778,2.18581
1.4,2.5,0.4,1.88496,7.07547,2.65998
1.4,2.5,0.4,2.19911,3.28205,1.81164
1.4,2.5,0.4,2.51327,2.53691,1.59277
1.4,2.5,0.4,2.82743,57,7.54983
1.4,2.5,0.4,3.14159,16.898,4.11071
1.4,2.5,0.4,3.45575,12.7619,3.57238
1.4,2.5,0.4,3.76991,32.9143,5.7371
1.4,2.5,0.4,4.08407,2.55652,1.59891
1.4,2.5,0.4,4.39823,12.5862,3.5477
1.4,2.5,0.4,4.71239,1.37255,1.17156
1.4,2.5,0.4,5.02655,2.35514,1.53465
1.4,2.5,0.4,5.34071,2.96154,1.72091
1.4,2.5,0.4,5.65487,2.23853,1.49617
1.4,2.5,0.4,5.96903,0.221053,0.470162
1.4,2.5,0.6,0.314159,0.146552,0.382821
1.4,2.5,0.6,0.942478,0.414141,0.643538
1.4,2.5,0.6,1.25664,0.627451,0.792118
1.4,2.5,0.6,1.88496,2.36735,1.53862
1.4,2.5,0.6,2.19911,1.5,1.22474
1.4,2.5,0.6,2.51327,9.39189,3.06462
1.4,2.5,0.6,2.82743,14.2727,3.77793
1.4,2.5,0.6,3.14159,7.23684,2.69014
1.4,2.5,0.6,3.45575,2.66518,1.63254
1.4,2.5,0.6,3.76991,5.2638,2.2943
1.4,2.5,0.6,4.08407,7.85714,2.80306
1.4,2.5,0.6,4.39823,1.72131,1.31199
1.4,2.5,0.6,4.71239,0.614286,0.783764
1.4,2.5,0.6,5.02655,2.84444,1.68655
1.4,2.5,0.6,5.65487,0.189474,0.435286
1.4,2.5,0.8,0.314159,1.10748,1.05237
1.4,2.5,0.8,0.628319,0.242126,0.492063
1.4,2.5,0.8,0.942478,0.0885417,0.29756
1.4,2.5,0.8,1.25664,0.29661,0.544619
1.4,2.5,0.8,1.5708,0.352941,0.594089
1.4,2.5,0.8,1.88496,0.455639,0.67501
1.4,2.5,0.8,2.19911,2.49254,1.57878
1.4,2.5,0.8,2.51327,3.24862,1.80239
1.4,2.5,0.8,2.82743,4.55094,2.13329
1.4,2.5,0.8,3.14159,6.94087,2.63455
1.4,2.5,0.8,3.45575,5.02941,2.24264
1.4,2.5,0.8,3.76991,7.81277,2.79513
1.4,2.5,0.8,4.08407,4.87003,2.20681
1.4,2.5,0.8,4.39823,2.64637,1.62677
1.4,2.5,0.8,4.71239,1.86207,1.36458
1.4,2.5,0.8,5.02655,0.121257,0.34822
1.4,2.5,0.8,5.34071,0.805687,0.897601
1.4,2.5,0.8,5.65487,1.01961,1.00976
1.4,2.5,0.8,5.96903,0.76386,0.873991
1.4,3,-0.6,3.76991,12,3.4641
1.4,3,-0.4,0.314159,2,1.41421
1.4,3,-0.4,3.14159,29,5.38516
1.4,3,-0.4,4.39823,3.71429,1.92725
1.4,3,-0.4,5.65487,13,3.60555
1.4,3,-0.2,1.5708,44,6.63325
1.4,3,-0.2,1.88496,38,6.16441
1.4,3,-0.2,2.82743,10.3333,3.21455
1.4,3,-0.2,4.39823,18,4.24264
1.4,3,0,0.942478,34,5.83095
1.4,3,0,1.25664,43,6.55744
1.4,3,0,1.5708,88,9.38083
1.4,3,0,1.88496,102,10.0995
1.4,3,0,2.19911,11.6667,3.41565
1.4,3,0,2.51327,54,7.34847
1.4,3,0,3.14159,63.2,7.94984
1.4,3,0,3.45575,30,5.47723
1.4,3,0,3.76991,66,8.12404
1.4,3,0,4.08407,49,7
1.4,3,0,4.39823,74,8.60233
1.4,3,0,4.71239,192,13.8564
1.4,3,0.2,1.25664,14.3333,3.78594
1.4,3,0.2,1.5708,47,6.85565
1.4,3,0.2,1.88496,15.75,3.96863
1.4,3,0.2,2.19911,34.5,5.87367
1.4,3,0.2,2.51327,34.2857,5.8554
1.4,3,0.2,2.82743,219,14.7986
1.4,3,0.2,3.14159,141,11.8743
1.4,3,0.2,3.45575,34,5.83095
1.4,3,0.2,3.76991,11.3333,3.3665
1.4,3,0.2,4.08407,19.75,4.4441
1.4,3,0.2,4.39823,3.53333,1.87972
1.4,3,0.2,4.71239,44,6.63325
1.4,3,0.2,5.02655,56,7.48331
1.4,3,0.2,5.34071,91.5,9.56556
1.4,3,0.2,5.65487,34,5.83095
1.4,3,0.4,0.628319,0.111111,0.333333
1.4,3,0.4,0.942478,4.28571,2.0702
1.4,3,0.4,1.25664,7.75,2.78388
1.4,3,0.4,1.5708,44,6.63325
1.4,3,0.4,1.88496,10.8333,3.2914
1.4,3,0.4,2.19911,4.6,2.14476
1.4,3,0.4,2.51327,36.8,6.0663
1.4,3,0.4,2.82743,29.2,5.4037
1.4,3,0.4,3.14159,36.6667,6.0553
1.4,3,0.4,3.45575,62.5,7.90569
1.4,3,0.4,3.76991,12.5714,3.54562
1.4,3,0.4,4.08407,146,12.083
1.4,3,0.4,4.39823,22.6667,4.76095
1.4,3,0.4,5.02655,0.96875,0.984251
1.4,3,0.4,5.34071,2.93333,1.7127
1.4,3,0.4,5.65487,5.55556,2.35702
1.4,3,0.6,0.314159,1.8,1.34164
1.4,3,0.6,1.25664,2.21429,1.48805
1.4,3,0.6,1.5708,1.12821,1.06217
1.4,3,0.6,1.88496,6.84211,2.61574
1.4,3,0.6,2.19911,18.24,4.27083
1.4,3,0.6,2.51327,1.7551,1.3248
1.4,3,0.6,2.82743,22.8,4.77493
1.4,3,0.6,3.14159,2.55,1.59687
1.4,3,0.6,3.45575,58.3333,7.63763
1.4,3,0.6,3.76991,5.47368,2.33959
1.4,3,0.6,4.08407,7.4,2.72029
1.4,3,0.6,4.39823,1.97368,1.40488
1.4,3,0.6,4.71239,1.58491,1.25893
1.4,3,0.6,5.02655,0.270073,0.519685
1.4,3,0.6,5.34071,2,1.41421
1.4,3,0.8,0.314159,0.362963,0.602464
1.4,3,0.8,0.628319,0.243243,0.493197
1.4,3,0.8,0.942478,0.356846,0.597366
1.4,3,0.8,1.25664,0.179012,0.423099
1.4,3,0.8,1.5708,1.67368,1.29371
1.4,3,0.8,1.88496,1.13846,1.06699
1.4,3,0.8,2.19911,0.738739,0.859499
1.4,3,0.8,2.51327,2.94495,1.71609
1.4,3,0.8,2.82743,4.27778,2.06828
1.4,3,0.8,3.14159,5.472,2.33923
1.4,3,0.8,3.45575,5.25,2.29129
1.4,3,0.8,3.76991,1.06569,1.03232
1.4,3,0.8,4.08407,3.13901,1.77173
1.4,3,0.8,4.39823,0.758621,0.870988
1.4,3,0.8,4.71239,0.566929,0.752947
1.4,3,0.8,5.02655,2.91765,1.70811
1.4,3,0.8,5.34071,0.43787,0.661717
1.4,3,0.8,5.96903,0.451282,0.671775
1.425,1.5,-0.4,0.942478,6,2.44949
1.425,1.5,-0.4,2.19911,7,2.64575
1.425,1.5,-0.4,4.39823,1.66667,1.29099
1.425,1.5,-0.4,4.71239,1.64286,1.28174
1.425,1.5,-0.4,5.02655,8,2.82843
1.425,1.5,-0.2,0.628319,1.6,1.26491
1.425,1.5,-0.2,1.5708,1.625,1.27475
1.425,1.5,-0.2,2.19911,9,3
1.425,1.5,-0.2,2.82743,0.12037,0.346944
1.425,1.5,-0.2,3.14159,17.5,4.1833
1.425,1.5,-0.2,4.39823,1.40541,1.1855
1.425,1.5,-0.2,4.71239,4.2,2.04939
1.425,1.5,-0.2,5.96903,0.227273,0.476731
1.425,1.5,0,1.5708,0.35,0.591608
1.425,1.5,0,1.88496,0.85,0.921954
1.425,1.5,0,2.19911,8,2.82843
1.425,1.5,0,2.82743,0.558824,0.747545
1.425,1.5,0,3.14159,3.33333,1.82574
1.425,1.5,0,3.45575,1.91667,1.38444
1.425,1.5,0,3.76991,5.55556,2.35702
1.425,1.5,0,4.71239,5.5,2.34521
1.425,1.5,0,5.34071,0.666667,0.816497
1.425,1.5,0.2,0.942478,0.346154,0.588348
1.425,1.5,0.2,1.25664,1.41935,1.19137
1.425,1.5,0.2,1.5708,0.5,0.707107
1.425,1.5,0.2,1.88496,0.329545,0.57406
1.425,1.5,0.2,2.82743,1.02703,1.01342
1.425,1.5,0.2,3.14159,1,1
1.425,1.5,0.2,3.45575,1.3,1.14018
1.425,1.5,0.2,3.76991,2.16667,1.47196
1.425,1.5,0.2,4.39823,0.638889,0.799305
1.425,1.5,0.2,4.71239,3.52,1.87617
1.425,1.5,0.2,5.02655,0.558824,0.747545
1.425,1.5,0.2,5.34071,0.477273,0.690849
1.425,1.5,0.4,0.628319,0.0060241,0.0776151
1.425,1.5,0.4,1.25664,0.478261,0.691564
1.425,1.5,0.4,1.5708,3.45098,1.85768
1.425,1.5,0.4,1.88496,0.9,0.948683
1.425,1.5,0.4,2.51327,0.8125,0.901388
1.425,1.5,0.4,2.82743,0.555556,0.745356
1.425,1.5,0.4,3.14159,1.95181,1.39707
1.425,1.5,0.4,3.45575,0.38342,0.619209
1.425,1.5,0.4,4.08407,0.521739,0.722315
1.425,1.5,0.4,4.39823,0.02,0.141421
1.425,1.5,0.4,5.02655,0.567901,0.753592
1.425,1.5,0.4,5.34071,0.592593,0.7698
1.425,1.5,0.4,5.65487,0.0927152,0.304492
1.425,1.5,0.6,0.942478,0.0224215,0.149738
1.425,1.5,0.6,1.25664,0.281369,0.530442
1.425,1.5,0.6,2.19911,0.0967742,0.311086
1.425,1.5,0.6,2.51327,0.439394,0.662868
1.425,1.5,0.6,2.82743,0.875912,0.935902
1.425,1.5,0.6,3.14159,0.339921,0.583027
1.425,1.5,0.6,3.45575,0.639731,0.799832
1.425,1.5,0.6,3.76991,1.09544,1.04663
1.425,1.5,0.6,4.39823,0.0502092,0.224074
1.425,1.5,0.6,4.71239,0.0645161,0.254
1.425,1.5,0.6,5.65487,0.155172,0.393919
1.425,1.5,0.8,0.314159,0.0153846,0.124035
1.425,1.5,0.8,0.628319,0.00827815,0.0909843
1.425,1.5,0.8,0.942478,0.00258398,0.0508329
1.425,1.5,0.8,2.19911,0.173913,0.417029
1.425,1.5,0.8,2.51327,0.26129,0.511166
1.425,1.5,0.8,2.82743,0.0770677,0.277611
1.425,1.5,0.8,3.14159,0.117986,0.34349
1.425,1.5,0.8,3.45575,0.159091,0.398862
1.425,1.5,0.8,3.76991,0.189329,0.435119
1.425,1.5,0.8,4.08407,0.12938,0.359694
1.425,1.5,0.8,4.39823,0.0338346,0.183942
1.425,2,-0.8,0.314159,0.166667,0.408248
1.425,2,-0.8,1.5708,1,1
1.425,2,-0.8,1.88496,5.25,2.29129
1.425,2,-0.8,3.45575,12,3.4641
1.425,2,-0.8,4.71239,11,3.31662
1.425,2,-0.6,0.314159,3.25,1.80278
1.425,2,-0.6,0.628319,3,1.73205
1.425,2,-0.6,0.942478,43,6.55744
1.425,2,-0.6,1.25664,12.3333,3.51188
1.425,2,-0.6,1.5708,12,3.4641
1.425,2,-0.6,1.88496,0.841463,0.917313
1.425,2,-0.6,2.19911,86,9.27362
1.425,2,-0.6,2.51327,4.17647,2.04364
1.425,2,-0.6,3.14159,49,7
1.425,2,-0.6,3.45575,24.75,4.97494
1.425,2,-0.6,3.76991,30.5,5.52268
1.425,2,-0.6,4.08407,24.3333,4.93288
1.425,2,-0.6,4.39823,50,7.07107
1.425,2,-0.6,4.71239,26,5.09902
1.425,2,-0.6,5.34071,5.6,2.36643
1.425,2,-0.6,5.65487,9.75,3.1225
1.425,2,-0.6,5.96903,1.2,1.09545
1.425,2,-0.4,0.942478,20.6667,4.54606
1.425,2,-0.4,1.25664,20,4.47214
1.425,2,-0.4,1.5708,29.5,5.43139
1.425,2,-0.4,1.88496,4.2381,2.05866
1.425,2,-0.4,2.19911,11,3.31662
1.425,2,-0.4,2.51327,14,3.74166
1.425,2,-0.4,2.82743,45,6.7082
1.425,2,-0.4,3.14159,9.76923,3.12558
1.425,2,-0.4,3.45575,83.2,9.1214
1.425,2,-0.4,3.76991,11.125,3.33542
1.425,2,-0.4,4.08407,8.57143,2.9277
1.425,2,-0.4,4.39823,9.11111,3.01846
1.425,2,-0.4,4.71239,46.8571,6.84523
1.425,2,-0.4,5.02655,5.14286,2.26779
1.425,2,-0.4,5.65487,4.16667,2.04124
1.425,2,-0.2,0.628319,0.8125,0.901388
1.425,2,-0.2,1.25664,0.902913,0.950217
1.425,2,-0.2,1.5708,12.4211,3.52435
1.425,2,-0.2,1.88496,18.1765,4.26339
1.425,2,-0.2,2.19911,24,4.89898
1.425,2,-0.2,2.82743,6.09231,2.46826
1.425,2,-0.2,3.14159,3.65854,1.91273
1.425,2,-0.2,3.45575,6.34146,2.51823
1.425,2,-0.2,3.76991,41.5385,6.44503
1.425,2,-0.2,4.08407,1.68421,1.29777
1.425,2,-0.2,4.39823,48,6.9282
1.425,2,-0.2,4.71239,13.1429,3.62531
1.425,2,-0.2,5.02655,22.5909,4.75299
1.425,2,-0.2,5.34071,4.4,2.09762
1.425,2,-0.2,5.96903,0.173913,0.417029
1.425,2,0,0.314159,0.176471,0.420084
1.425,2,0,0.628319,0.125,0.353553
1.425,2,0,0.942478,0.384615,0.620174
1.425,2,0,1.25664,25.5556,5.05525
1.425,2,0,1.5708,10.0288,3.16684
1.425,2,0,1.88496,34.8333,5.90198
1.425,2,0,2.19911,9.36047,3.05949
1.425,2,0,2.82743,21.0811,4.59141
1.425,2,0,3.14159,30.3243,5.50675
1.425,2,0,3.45575,18.7091,4.3254
1.425,2,0,3.76991,12.6408,3.55539
1.425,2,0,4.08407,1.68182,1.29685
1.425,2,0,4.39823,13.6098,3.68914
1.425,2,0,4.71239,62.5,7.90569
1.425,2,0,5.02655,9.05882,3.00979
1.425,2,0,5.34071,3.65957,1.913
1.425,2,0,5.65487,2.05556,1.43372
1.425,2,0.2,0.942478,1.9186,1.38514
1.425,2,0.2,1.25664,5.61321,2.36922
1.425,2,0.2,1.5708,7,2.64575
1.425,2,0.2,1.88496,6.48521,2.54661
1.425,2,0.2,2.19911,3.20611,1.79056
1.425,2,0.2,2.51327,2.85714,1.69031
1.425,2,0.2,2.82743,30.4231,5.51571
1.425,2,0.2,3.14159,34.6667,5.88784
1.425,2,0.2,3.45575,12.8108,3.57922
1.425,2,0.2,3.76991,15.8571,3.9821
1.425,2,0.2,4.08407,11.6364,3.41121
1.425,2,0.2,4.39823,4.72289,2.17322
1.425,2,0.2,4.71239,23.1579,4.81227
1.425,2,0.2,5.02655,11.6538,3.41377
1.425,2,0.2,5.34071,18.5,4.30116
1.425,2,0.2,5.65487,3.81356,1.95283
1.425,2,0.4,0.628319,0.552941,0.7436
1.425,2,0.4,0.942478,3.17872,1.7829
1.425,2,0.4,1.25664,4.5,2.12132
1.425,2,0.4,1.5708,6.62281,2.57348
1.425,2,0.4,1.88496,3.47604,1.86441
1.425,2,0.4,2.19911,1.05288,1.0261
1.425,2,0.4,2.51327,14.6957,3.83349
1.425,2,0.4,2.82743,7.06383,2.65779
1.425,2,0.4,3.14159,6.54808,2.55892
1.425,2,0.4,3.45575,6.80352,2.60836
1.425,2,0.4,3.76991,19.9106,4.46213
1.425,2,0.4,4.08407,6.86842,2.62077
1.425,2,0.4,4.39823,0.425581,0.652366
1.425,2,0.4,4.71239,4.86014,2.20457
1.425,2,0.4,5.02655,8.05263,2.83772
1.425,2,0.4,5.34071,5.35135,2.3133
1.425,2,0.4,5.65487,3.05792,1.74869
1.425,2,0.6,0.314159,0.0874848,0.295778
1.425,2,0.6,0.628319,0.0122511,0.110685
1.425,2,0.6,0.942478,0.34331,0.585926
1.425,2,0.6,1.25664,1.28265,1.13254
1.425,2,0.6,1.5708,0.316186,0.562304
1.425,2,0.6,1.88496,0.456522,0.675664
1.425,2,0.6,2.19911,0.955752,0.977626
1.425,2,0.6,2.51327,4.74765,2.17891
1.425,2,0.6,2.82743,6.05576,2.46084
1.425,2,0.6,3.14159,7.48435,2.73575
1.425,2,0.6,3.45575,7.48289,2.73549
1.425,2,0.6,3.76991,4.56818,2.13733
1.425,2,0.6,4.08407,4.14039,2.03479
1.425,2,0.6,4.39823,1.18683,1.08942
1.425,2,0.6,4.71239,0.880503,0.938351
1.425,2,0.6,5.02655,0.698077,0.83551
1.425,2,0.6,5.34071,0.282209,0.531233
1.425,2,0.8,0.314159,0.684,0.827043
1.425,2,0.8,0.628319,0.0866575,0.294376
1.425,2,0.8,0.942478,0.0293219,0.171236
1.425,2,0.8,1.25664,0.0355434,0.18853
1.425,2,0.8,1.5708,0.395915,0.629218
1.425,2,0.8,1.88496,1.22549,1.10702
1.425,2,0.8,2.19911,1.6443,1.2823
1.425,2,0.8,2.51327,2.7925,1.67108
1.425,2,0.8,2.82743,3.48964,1.86806
1.425,2,0.8,3.14159,3.16656,1.77948
1.425,2,0.8,3.45575,1.60278,1.26601
1.425,2,0.8,3.76991,4.34428,2.08429
1.425,2,0.8,4.08407,6.26346,2.50269
1.425,2,0.8,4.39823,1.72549,1.31358
1.425,2,0.8,4.71239,0.789591,0.888589
1.425,2,0.8,5.02655,0.436647,0.660793
1.425,2,0.8,5.34071,0.103378,0.321525
1.425,2,0.8,5.65487,0.195373,0.44201
1.425,2,0.8,5.96903,0.042777,0.206826
1.425,2.5,-0.8,1.88496,14.5,3.80789
1.425,2.5,-0.8,5.34071,0.736842,0.858395
1.425,2.5,-0.6,2.51327,24,4.89898
1.425,2.5,-0.6,5.02655,21,4.58258
1.425,2.5,-0.6,5.34071,24,4.89898
1.425,2.5,-0.4,1.25664,9,3
1.425,2.5,-0.4,1.5708,51,7.14143
1.425,2.5,-0.4,1.88496,115.5,10.7471
1.425,2.5,-0.4,2.19911,78,8.83176
1.425,2.5,-0.4,2.82743,16,4
1.425,2.5,-0.4,3.45575,252,15.8745
1.425,2.5,-0.4,3.76991,17,4.12311
1.425,2.5,-0.4,5.02655,138,11.7473
1.425,2.5,-0.4,5.34071,34.5,5.87367
1.425,2.5,-0.4,5.65487,9,3
1.425,2.5,-0.2,1.25664,135,11.619
1.425,2.5,-0.2,1.5708,48,6.9282
1.425,2.5,-0.2,1.88496,38.4,6.19677
1.425,2.5,-0.2,2.19911,94.6667,9.72968
1.425,2.5,-0.2,3.14159,2.89286,1.70084
1.425,2.5,-0.2,3.45575,23.5,4.84768
1.425,2.5,-0.2,3.76991,56,7.48331
1.425,2.5,-0.2,4.71239,19.6667,4.43471
1.425,2.5,-0.2,5.65487,6,2.44949
1.425,2.5,-0.2,5.96903,7,2.64575
1.425,2.5,0,0.942478,2.23077,1.49358
1.425,2.5,0,1.25664,6.625,2.57391
1.425,2.5,0,1.5708,4.68966,2.16556
1.425,2.5,0,1.88496,55,7.4162
1.425,2.5,0,2.19911,91,9.53939
1.425,2.5,0,2.51327,20.8,4.5607
1.425,2.5,0,2.82743,112,10.583
1.425,2.5,0,3.14159,10.2222,3.19722
1.425,2.5,0,3.45575,240,15.4919
1.425,2.5,0,4.08407,62,7.87401
1.425,2.5,0,4.39823,20.3333,4.50925
1.425,2.5,0,4.71239,153.333,12.3828
1.425,2.5,0,5.02655,33.75,5.80948
1.425,2.5,0,5.34071,138,11.7473
1.425,2.5,0,5.65487,2.1875,1.47902
1.425,2.5,0.2,0.942478,10.1538,3.18651
1.425,2.5,0.2,1.25664,28.2857,5.31843
1.425,2.5,0.2,1.5708,16.6154,4.0762
1.425,2.5,0.2,1.88496,9.2,3.03315
1.425,2.5,0.2,2.19911,37.2727,6.10514
1.425,2.5,0.2,2.51327,23.1818,4.81475
1.425,2.5,0.2,2.82743,3.60606,1.89896
1.425,2.5,0.2,3.14159,10.2456,3.20088
1.425,2.5,0.2,3.45575,31.1071,5.57738
1.425,2.5,0.2,3.76991,34.6667,5.88784
1.425,2.5,0.2,4.08407,14,3.74166
1.425,2.5,0.2,4.39823,5.87654,2.42416
1.425,2.5,0.2,4.71239,15.3333,3.91578
1.425,2.5,0.2,5.02655,11.3889,3.37474
1.425,2.5,0.2,5.34071,7.95455,2.82038
1.425,2.5,0.2,5.65487,4.44444,2.10819
1.425,2.5,0.2,5.96903,3,1.73205
1.425,2.5,0.4,0.628319,0.257143,0.507093
1.425,2.5,0.4,0.942478,1.53125,1.23744
1.425,2.5,0.4,1.25664,12.1667,3.48807
1.425,2.5,0.4,1.5708,5.25,2.29129
1.425,2.5,0.4,1.88496,2.05147,1.4323
1.425,2.5,0.4,2.19911,1.63158,1.27733
1.425,2.5,0.4,2.51327,3.89655,1.97397
1.425,2.5,0.4,2.82743,58.5,7.64853
1.425,2.5,0.4,3.14159,13.3607,3.65522
1.425,2.5,0.4,3.45575,51.5429,7.17934
1.425,2.5,0.4,3.76991,40.5333,6.36658
1.425,2.5,0.4,4.08407,29.4516,5.42693
1.425,2.5,0.4,4.39823,8.65385,2.94174
1.425,2.5,0.4,4.71239,1.46667,1.21106
1.425,2.5,0.4,5.02655,15,3.87298
1.425,2.5,0.4,5.34071,3.58209,1.89264
1.425,2.5,0.4,5.65487,4,2
1.425,2.5,0.4,5.96903,0.368421,0.606977
1.425,2.5,0.6,0.314159,0.0693642,0.263371
1.425,2.5,0.6,0.942478,0.397516,0.630488
1.425,2.5,0.6,1.25664,0.420195,0.648225
1.425,2.5,0.6,1.5708,2.25,1.5
1.425,2.5,0.6,1.88496,1.95484,1.39816
1.425,2.5,0.6,2.19911,2.76543,1.66296
1.425,2.5,0.6,2.51327,17.7059,4.20784
1.425,2.5,0.6,2.82743,8.05674,2.83844
1.425,2.5,0.6,3.14159,3.18384,1.78433
1.425,2.5,0.6,3.45575,27.3684,5.23148
1.425,2.5,0.6,3.76991,16.0335,4.00419
1.425,2.5,0.6,4.08407,5.82418,2.41333
1.425,2.5,0.6,4.39823,2.02174,1.42188
1.425,2.5,0.6,4.71239,1.40092,1.18361
1.425,2.5,0.6,5.02655,1.98758,1.40981
1.425,2.5,0.6,5.34071,2.30769,1.51911
1.425,2.5,0.8,0.314159,0.722222,0.849837
1.425,2.5,0.8,0.628319,0.416667,0.645497
1.425,2.5,0.8,0.942478,0.110417,0.33229
1.425,2.5,0.8,1.25664,0.521459,0.722121
1.425,2.5,0.8,1.5708,1.02586,1.01285
1.425,2.5,0.8,1.88496,0.562842,0.750228
1.425,2.5,0.8,2.19911,2.82875,1.68189
1.425,2.5,0.8,2.51327,8.44932,2.90677
1.425,2.5,0.8,2.82743,4.11654,2.02893
1.425,2.5,0.8,3.14159,3.71971,1.92866
1.425,2.5,0.8,3.45575,3.90361,1.97576
1.425,2.5,0.8,3.76991,2.51468,1.58577
1.425,2.5,0.8,4.08407,3.35255,1.831
1.425,2.5,0.8,4.39823,3.11905,1.76608
1.425,2.5,0.8,4.71239,0.69403,0.833085
1.425,2.5,0.8,5.02655,0.828794,0.910381
1.425,2.5,0.8,5.34071,0.916955,0.957578
1.425,2.5,0.8,5.65487,0.111617,0.334092
1.425,2.5,0.8,5.96903,0.0963855,0.31046
1.425,3,-0.6,4.39823,35,5.91608
1.425,3,-0.6,5.96903,5,2.23607
